id_unique,nom,source,followers,popularity,genre,image_url,url_spotify,date_collecte
Jose Garcia_spotify,Jose Garcia,Spotify,1929,43,Non spécifié,https://i.scdn.co/image/ab6761610000e5ebb34969987b202f53ac4b399a,https://open.spotify.com/artist/0jezfHhTNUwE6PwIC0IdXD,2026-01-27 08:19:29
Boumidjal X_spotify,Boumidjal X,Spotify,1897,41,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb39d0820ba70982019c6d3c4c,https://open.spotify.com/artist/3i2AdhSP4YeSYY1m5JoUnK,2026-01-27 08:19:29
Sokuu_spotify,Sokuu,Spotify,51764,46,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb1c4ecb6ab077ed31a14aa922,https://open.spotify.com/artist/0et1mZYLCSVBIBUY94B8Xn,2026-01-27 08:19:29
Vayn_spotify,Vayn,Spotify,6580,47,french rap,https://i.scdn.co/image/ab6761610000e5eb9997cadfa3459a48379bc632,https://open.spotify.com/artist/41CySalxZ2GST1n69SqsZ1,2026-01-27 08:19:30
Ryflo_spotify,Ryflo,Spotify,24148,53,french rap,https://i.scdn.co/image/ab6761610000e5ebb948ee3850187ecd8e141ae4,https://open.spotify.com/artist/4acowSAiQXmdhs4DCgUQ0U,2026-01-27 08:19:30
Waxx_spotify,Waxx,Spotify,37774,50,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb18739e1a279d27f9dc4cfb14,https://open.spotify.com/artist/1sJDvsoQ9X10dibPnSSlsV,2026-01-27 08:19:31
Lenaïg_spotify,Lenaïg,Spotify,35086,51,"french pop, chanson",https://i.scdn.co/image/ab6761610000e5ebc348943d32397ff5e3db60d9,https://open.spotify.com/artist/7LBRgobZF7IvkSKljcuGDb,2026-01-27 08:19:31
Fhin_spotify,Fhin,Spotify,47568,47,french indie pop,https://i.scdn.co/image/ab6761610000e5eb743b94b62a0aab9d8a686281,https://open.spotify.com/artist/5bvwbAyrx6Yk8oLHqOnJ9p,2026-01-27 08:19:32
Tazeboy_spotify,Tazeboy,Spotify,46609,48,"rap ivoire, coupé décalé, ndombolo",https://i.scdn.co/image/ab6761610000e5eb1c23df18a7428c5b786c70b9,https://open.spotify.com/artist/1AmK5toq2JV8BT9tCkDFAa,2026-01-27 08:19:32
Kamelon Officiel_spotify,Kamelon Officiel,Spotify,13378,51,shatta,https://i.scdn.co/image/ab6761610000e5ebd61028ce6a197a39fd8b9dbe,https://open.spotify.com/artist/0k3C7u1fCchhNMHbcBy9xN,2026-01-27 08:19:32
ESTL_spotify,ESTL,Spotify,40065,48,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb22cfa02b94a3108c7078494e,https://open.spotify.com/artist/06iezeOUHGb86SaoYTyexg,2026-01-27 08:19:33
Jamso_spotify,Jamso,Spotify,13744,51,french rap,https://i.scdn.co/image/ab6761610000e5ebe3ddf4dd992fc61ea6753587,https://open.spotify.com/artist/42ATKPvmj81n9JDOunFpqr,2026-01-27 08:19:33
Zaka Lavista_spotify,Zaka Lavista,Spotify,1567,41,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb9e410773717eab19ded5f490,https://open.spotify.com/artist/3ZrvguSuVvHrFwbu9lFVe6,2026-01-27 08:19:34
THÉA_spotify,THÉA,Spotify,34832,50,hyperpop,https://i.scdn.co/image/ab6761610000e5eb866b62d3d713cb4511599e9f,https://open.spotify.com/artist/6GGkEuZHoNpJsKYNZml2gL,2026-01-27 08:19:34
Lybro_spotify,Lybro,Spotify,41864,48,"shatta, french rap",https://i.scdn.co/image/ab6761610000e5eb573c398dee1fd2318466bbc2,https://open.spotify.com/artist/3uiTnIx5N6ZWAPkPb8GFC9,2026-01-27 08:19:34
Gaëlle_spotify,Gaëlle,Spotify,47681,46,"kompa, zouk, shatta",https://i.scdn.co/image/ab6761610000e5eb2a08a2e5313bd991b936738d,https://open.spotify.com/artist/1uN3byO6WUB2dSDg6XpsEw,2026-01-27 08:19:35
Metah_spotify,Metah,Spotify,22009,52,french rap,https://i.scdn.co/image/ab6761610000e5ebb227d8d465a1fd613102e965,https://open.spotify.com/artist/0Dr1nbwa1KW5wHYUCsrnAF,2026-01-27 08:19:35
2zg_spotify,2zg,Spotify,28762,51,french rap,https://i.scdn.co/image/ab6761610000e5eb289e89ad6095be185de4ca3c,https://open.spotify.com/artist/362uHPHfDmbmnXTy3w8ro4,2026-01-27 08:19:36
PZK_spotify,PZK,Spotify,46993,46,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb560420ae3ef7d179a84a1ab6,https://open.spotify.com/artist/4ii7OZHtY3E4ndPm1MFMSR,2026-01-27 08:19:36
Konieur_spotify,Konieur,Spotify,20653,53,french rap,https://i.scdn.co/image/ab6761610000e5ebba582f7c5ca7233d2f50a586,https://open.spotify.com/artist/3OFleM2K9wTLzf0wry6He3,2026-01-27 08:19:36
Clara Ysé_spotify,Clara Ysé,Spotify,49902,45,"chanson, french pop, variété française",https://i.scdn.co/image/ab6761610000e5ebb702d2be075be87c3c7178f0,https://open.spotify.com/artist/5resnspF60fUdkKmQHn8em,2026-01-27 08:19:37
Zélie_spotify,Zélie,Spotify,43053,48,"french pop, french indie pop",https://i.scdn.co/image/ab6761610000e5eb3fbdc42549d8a9af1cb6f7a6,https://open.spotify.com/artist/0TGeOStDbxqVi8UJdBQsEx,2026-01-27 08:19:37
Vernis Rouge_spotify,Vernis Rouge,Spotify,35072,49,french pop,https://i.scdn.co/image/ab6761610000e5eb6707dda29387b59f8a05dbbf,https://open.spotify.com/artist/6Miu2EYSCD74K7VzDYostC,2026-01-27 08:19:38
Elle Valenci_spotify,Elle Valenci,Spotify,24573,51,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb70720668b150ae80b73ac778,https://open.spotify.com/artist/3glvSAS5Z6057HM9ov0HOt,2026-01-27 08:19:38
RDN_spotify,RDN,Spotify,15425,51,french rap,https://i.scdn.co/image/ab6761610000e5eb3420c2c27bb051131976609d,https://open.spotify.com/artist/4rKMthZmMbSiMdow1f1rBE,2026-01-27 08:19:38
RDR_spotify,RDR,Spotify,4699,41,french rap,https://i.scdn.co/image/ab6761610000e5eb28ea868e03d0c54166315444,https://open.spotify.com/artist/2K8TwF85tEXePefdOxPZTW,2026-01-27 08:19:39
TVLM_spotify,TVLM,Spotify,18054,51,french rap,https://i.scdn.co/image/ab6761610000e5eb581eb8efbfb3b1f6d2393e4d,https://open.spotify.com/artist/6LNDkL0VeHXi0fMuefWS1w,2026-01-27 08:19:39
Bianca Costa_spotify,Bianca Costa,Spotify,32241,50,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb0efadb1416d542a36766a1d8,https://open.spotify.com/artist/1DcL22xdIWcdNa4ZHaXZjT,2026-01-27 08:19:40
Amaury_spotify,Amaury,Spotify,1335,40,"french pop, french indie pop",https://i.scdn.co/image/ab6761610000e5ebf44a76cd41ffae336047977a,https://open.spotify.com/artist/0C0OTAymY2bmqgYZ0WZCJI,2026-01-27 08:19:40
Shayne_spotify,Shayne,Spotify,28739,47,french rap,https://i.scdn.co/image/ab6761610000e5eb72a4c604ef3d67dd954dd6cd,https://open.spotify.com/artist/1DX6FDD9VMN2eJCmeFVbHi,2026-01-27 08:19:41
Noé Preszow_spotify,Noé Preszow,Spotify,35832,47,"french pop, variété française, chanson",https://i.scdn.co/image/ab6761610000e5ebb990e19bd9389c8e3bc4777d,https://open.spotify.com/artist/6CZhbpXpR3VJNQWFkwd2Ic,2026-01-27 08:19:41
Almas_spotify,Almas,Spotify,3950,38,italian trap,https://i.scdn.co/image/ab6761610000e5eb4ed004280089547b2c80bde3,https://open.spotify.com/artist/0M81CoQJFvfJH9BNnJvbQl,2026-01-27 08:19:41
Tatiana Eva-Marie_spotify,Tatiana Eva-Marie,Spotify,49187,43,"french jazz, swing music",https://i.scdn.co/image/ab6761610000e5eb2053d886904d5ed92749bcba,https://open.spotify.com/artist/3Nmm3IacxsC92dEP0kWL3z,2026-01-27 08:19:42
Wamen_spotify,Wamen,Spotify,49893,43,french r&b,https://i.scdn.co/image/ab6761610000e5eb2f83173b97f8e828e3afc48c,https://open.spotify.com/artist/3IrNp8pf0ugwmIEiGJCRse,2026-01-27 08:19:42
La Maîtrise de Saint Marc - LES CHORISTES_spotify,La Maîtrise de Saint Marc - LES CHORISTES,Spotify,13239,50,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb660a03ee288d8ed85561532d,https://open.spotify.com/artist/026nk210FPO26xMwpoew70,2026-01-27 08:19:43
MANARËM_spotify,MANARËM,Spotify,14698,49,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb4e144c7403f93336665858f1,https://open.spotify.com/artist/5BQdp2NlYGiwVgnCJB3gyX,2026-01-27 08:19:43
Neaj_spotify,Neaj,Spotify,2457,37,"rap ivoire, afrobeats, kompa",https://i.scdn.co/image/ab6761610000e5eb9b825290aa7baa4584aca85a,https://open.spotify.com/artist/0eFmnuvX7ZDCsnOesNifzb,2026-01-27 08:19:43
Maks_spotify,Maks,Spotify,14837,48,french rap,https://i.scdn.co/image/ab6761610000e5eb65c2777891ddf492737a99dc,https://open.spotify.com/artist/27y3Ud8v0SrHGx0uOYN34z,2026-01-27 08:19:44
Le D_spotify,Le D,Spotify,7663,45,"shatta, coupé décalé, rap ivoire",https://i.scdn.co/image/ab6761610000e5eb4aca18083b86329dbdf8b21c,https://open.spotify.com/artist/1q3qfgcLt7dhYNdWLEXgkX,2026-01-27 08:19:44
Arèndi_spotify,Arèndi,Spotify,1925,36,"shatta, zouk, kompa",https://i.scdn.co/image/ab6761610000e5eb4a6f8e794fb8a55a19195dbc,https://open.spotify.com/artist/7H3zHwjR1Wdxk6JVWV2a6c,2026-01-27 08:19:45
Tigre d'Eau Douce_spotify,Tigre d'Eau Douce,Spotify,4854,41,Non spécifié,https://i.scdn.co/image/ab67616d0000b2736b5ae962903762aea414b355,https://open.spotify.com/artist/2J0cbdwUlJkBYkQYIDDU5k,2026-01-27 08:19:45
DAYSY_spotify,DAYSY,Spotify,9198,49,"french pop, variété française",https://i.scdn.co/image/ab6761610000e5eb21cbe4f29c68eac9a3e1865b,https://open.spotify.com/artist/6vorHF3qW6vODkQP51kGlk,2026-01-27 08:19:45
Lijay_spotify,Lijay,Spotify,9011,46,"shatta, dancehall, kompa",https://i.scdn.co/image/ab6761610000e5ebe5b0c4e0b90963083015d0b9,https://open.spotify.com/artist/0fEd76ZuO65826Q6ilZIuO,2026-01-27 08:19:46
ZABUZA_spotify,ZABUZA,Spotify,11330,47,french rap,https://i.scdn.co/image/ab6761610000e5eb9118449342defcef2a12be4f,https://open.spotify.com/artist/1BC1J2L4JXtQG3JgtDVCrk,2026-01-27 08:19:46
Dika_spotify,Dika,Spotify,40038,45,french rap,https://i.scdn.co/image/ab6761610000e5ebba4e3f6d16ab9229fe62c5c5,https://open.spotify.com/artist/1rBnd8KxDndiiiIyjOsFtw,2026-01-27 08:19:47
St Graal_spotify,St Graal,Spotify,28116,49,"french pop, french indie pop",https://i.scdn.co/image/ab6761610000e5eb529bfd3ff73cd1d032ce9fce,https://open.spotify.com/artist/7Kgv8CorcAKsG4of90vA5I,2026-01-27 08:19:47
Danthology_spotify,Danthology,Spotify,5243,42,"shatta, dancehall",https://i.scdn.co/image/ab67616d0000b2739b53d71e033121e56ad283b4,https://open.spotify.com/artist/6Rii9NJk3gtAOB1qnbTYPM,2026-01-27 08:19:48
Marie-Flore_spotify,Marie-Flore,Spotify,35948,45,"french pop, french indie pop, variété française",https://i.scdn.co/image/ab6761610000e5ebc62f3875907172971d072fca,https://open.spotify.com/artist/3bM1MZ42q6lUJqHDaDwcKr,2026-01-27 08:19:48
KELSON_spotify,KELSON,Spotify,11798,47,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb02818cbfb4d218bc5a6705e6,https://open.spotify.com/artist/3PlSpnPQR0dZY50k3jfx7h,2026-01-27 08:19:48
Eu93ne_spotify,Eu93ne,Spotify,1149,37,"lo-fi beats, lo-fi, jazz beats",https://i.scdn.co/image/ab6761610000e5ebbeb5a1acdd43d646b60b3d5d,https://open.spotify.com/artist/19lhY4E6GLxH337OZLfOV4,2026-01-27 08:19:49
Danilo_spotify,Danilo,Spotify,7861,44,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb6062aca4162e4e77c5729d32,https://open.spotify.com/artist/0nztDFQzc7SwCIGZnvDIJ7,2026-01-27 08:19:49
Kaf Malbar_spotify,Kaf Malbar,Spotify,38366,45,"maloya, shatta, ragga",https://i.scdn.co/image/ab6761610000e5eb6d0992f5c2362fdaa0143abe,https://open.spotify.com/artist/1id4EoPVo5qfzdP5gMf5U3,2026-01-27 08:19:50
Jayel_spotify,Jayel,Spotify,36696,44,french rap,https://i.scdn.co/image/ab6761610000e5eb1fb5079e64bb49e3fc69e4ee,https://open.spotify.com/artist/5kKxz4PDHgrpIt8LX3PPiF,2026-01-27 08:19:50
Afrobeats Central_spotify,Afrobeats Central,Spotify,1819,34,"afro r&b, afrobeats, afrobeat",https://i.scdn.co/image/ab6761610000e5ebfced3e9bcdb8a49925f79e49,https://open.spotify.com/artist/5CnUroTELSGtd9HXmXOgaB,2026-01-27 08:19:50
T-Jy_spotify,T-Jy,Spotify,18387,47,"shatta, zouk",https://i.scdn.co/image/ab6761610000e5ebaa986cdf7e4e9fa48fa10ea4,https://open.spotify.com/artist/28YuYWLmKm0vl1gb5cUIta,2026-01-27 08:19:51
O - Olivier Marguerit_spotify,O - Olivier Marguerit,Spotify,2896,35,"french indie pop, french pop",https://i.scdn.co/image/ab6761610000e5eb784b7e4805f6b280fcc8e00f,https://open.spotify.com/artist/2JldlUF9gAWKZc1qNvjQpo,2026-01-27 08:19:51
Emrod_spotify,Emrod,Spotify,25618,47,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb2a877ec988c6d67bb23f1dc9,https://open.spotify.com/artist/7Gd2a8LhB6hvrgFjuZMw9U,2026-01-27 08:19:52
Molière l'opéra urbain_spotify,Molière l'opéra urbain,Spotify,24433,46,musicals,https://i.scdn.co/image/ab67616d0000b273d2315c38f968e507a5aaeec0,https://open.spotify.com/artist/7eFL3K5giCsAHXus03F7Cd,2026-01-27 08:19:52
Coline Rio_spotify,Coline Rio,Spotify,29569,45,"french pop, french indie pop, chanson",https://i.scdn.co/image/ab6761610000e5ebae08365690ce2e559c27276d,https://open.spotify.com/artist/0avwZ2v9jOgVLB1IfimwdA,2026-01-27 08:19:52
Hulk_spotify,Hulk,Spotify,33108,44,"ndombolo, afrobeats, french r&b",https://i.scdn.co/image/ab6761610000e5eb9b9d73b9885c7069d571479e,https://open.spotify.com/artist/2D2Wm1oAJrDRzXVzxkyBOE,2026-01-27 08:19:53
LJK_spotify,LJK,Spotify,10548,45,Non spécifié,https://i.scdn.co/image/ab6761610000e5eb9482d31ffea64457980d5baa,https://open.spotify.com/artist/6KPfd2qfwePi6IM7RyQ3hd,2026-01-27 08:19:53
lille Caesar_spotify,lille Caesar,Spotify,13411,46,"norwegian pop, norwegian hip hop",https://i.scdn.co/image/ab6761610000e5eb64e43f86ccfafcd3e05e4019,https://open.spotify.com/artist/79ydqO3TZ35NwkWtjyvugR,2026-01-27 08:19:54
