nom,fans,nb_albums,nb_titres,categorie,image_url,url_deezer,nb_releases_recentes
Haiden Henderson,2942,23,23,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/d5a1d44a546cd562936445dfe26adb83/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/12686143,10
Slim C,4360,50,50,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/0df3afaa7128b994f7262519721cb4c1/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/1444048,15
rad cartier,3726,42,42,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/b7bd441573dbc11497dd8cdb02a755db/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/11526913,13
Sirine LV,1834,18,18,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/3e3ed4152242a24ca6605f3e9d2db55a/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13347703,7
Matthieu Saglio,1241,14,14,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/cf1aa92a416cc5b5148ab677007f2885/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5348024,3
Nap,4124,73,73,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/366b43ee76c8e6f6d77465a8c77646ac/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/14625,15
K.S.A,2053,29,29,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/7891ef9bceaf97ad02968d649b34d6ad/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/5465599,13
Shaz,2558,42,42,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/b22e3db4d8d65bdb8112c444f59afaad/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6579705,19
Titai,1667,28,28,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/afe9abf15cd8bd12ec27859d682537c5/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/6108952,5
Dau,1116,22,22,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/efb8efaca09a646939e5d39b0e8c533c/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/220817865,3
Driver,3101,95,95,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/41cf6b49117bf65abe988540ba7fdc82/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/87807,1
Ekloz,1731,33,33,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/967e255c1b9a055c32d106679aae1fe6/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/52128412,16
HIM$,1919,72,72,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/b61ab20a40f6d14219276b6f005a5a6d/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/13778311,12
Brooke Alexx,1369,44,44,Rap-HipHop-RnB,https://cdn-images.dzcdn.net/images/artist/f13033b6fff219a766354edd5c5f0c97/250x250-000000-80-0-0.jpg,https://www.deezer.com/artist/7451158,13
